ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	TWN_CHI	Indonesian	PER	HEB
MMI-1402	적용	Activate	Activar	Activer	Ativar	激活	適用	Activate	Activate	Aktivieren	Activer	Attiva	Activar	Activar	Activare	Activeren	Aktiver	Aktivera	Aktiver	Włącz	Aktivovat	Aktivovať	Активировать	Активувати	Aktiviraj	Aktivirati	Активиране	Ενεργοποίηση	Ota käyttöön	Aktivál	Etkinleştir	تفعيل												Aktifkan	فعال کردن	הפעל
MMI-1403	중지	Stop	Detener	Arrêter	Para	取消	中止	Stop	Stop	Stopp	Arrêter	Interrompi	Parar	Parar de ler	Stop	Stoppen	Stop	Stopp	Stopp	Stop	Stop	Zastaviť	Остановить	Призупинити	Premor	Stop	Стоп	Παύση	Pysäytä	Leállítás	Durdur	توقف												Hentikan	توقف	עצור
MMI-1404	끄기	Off	Deshabilitar		Desabilitar		オフ				Désactivé																					إطفاء														
MMI-1405	전기 사용 설정	EV Charge Transfer Settings	Ajustes de Transf. de carga EV	Réglages Transf. chargement EV	Configurações de Transf. de carga EV	电力传输设置	電力使用を設定	EV charge transfer settings	EV charge transfer settings	N/A(L社)	Paramètres Transfert charge VE	N/A(L社)	N/A(L社)	N/A(L社)	Set. transfer en.	N/A(L社)	N/A(L社)	N/A(L社)	N/A(L社)	N/A(L社)	N/A(L社)	N/A(L社)	N/A(L社)	Передавання налаштувань заряджання електромобіля	Nastavitve prenosa polnjenja EV	Postav.prijenosa energije	Нас.EV потр.на енергия	Ρυθμίσεις μεταφοράς φόρτισης EV	N/A(L社)	N/A(L社)	N/A(L社)	نقل الطاقة												Setelan Discharge Daya	انتقال شارژ خودروی برقی	N/A(L社)
MMI-1406	AM 수동 주파수 검색	Tune AM Manually	Ajuste manual de AM	AM réglage manuel	Sintoniz. manual AM	手动搜索AM	AM周波数手動検索	Manual tune AM	Manual tune AM	AM Frequenzeinstell.	AM réglage manuel	Sint. manuale AM	Ajuste manual de AM	Sintoniz. manual AM	Căutare manuală a frecvenței AM	AM man. afstemmen	AM frekvensindst.	Frekvensinst. AM	Manuell tuning AM	Ręczne strojenie AM	Ruční ladění AM	Nastavenia frekv. AM	Ручная настройка AM	Руч. пошук AM	Roč. nast. AM	Podešavanje AM frekvencije	Ръчна настройка на AM честота	Χειρ. συντ. AM	AM-viritys	AM frekvenciabeáll.	AM Frekans ayarları	ضبط AM يدويًا												Tune manual AM	تنظیم دستی AM	כוונון AM ידני
MMI-1407	경로 탐색 옵션	Route Options																																												
MMI-1408	순서 변경	Change Order	Cambiar orden	Changer l'ordre																																										
MMI-1409	음성인식	Voice Recognition	Reconocimiento de voz	Reconnaissance vocale	Reconhecimento de voz	语音识别	音声認識	Voice Recognition	Voice recognition	Spracherkennung	Reconnaissance vocale	Riconoscimento vocale	Reconocimiento de voz	Reconhecimento de voz	Recunoaștere vocală	Spraakherkenning	Stemmegenkendelse	Röstigenkänning	Talegjenkjenning	Rozpoznawanie głosu	Hlasové ovládání	Rozpoznávanie hlasu	Распознавание речи	Розпізнавання голосу	Prepoznavanje govora	Prepoznavanje govora	Гласово разпознаване	Φωνητική αναγνώριση	Puheentunnistus	Hangfelismerés	Ses tanıma	التعرف على الصوت												Pengenalan Suara	N_/_A	זיהוי קול
MMI-1410	차량 속도	Vehicle Speed					車両速度																																							
MMI-1411	주변 교통정보	Display Traffic																																												
MMI-1412	최근 목적지 설정	Previous Destinations Settings	Ajustes destinos anteriores	Paramètres destinations précédentes			目的地履歴を案内																																							
MMI-1413	어린이 보호구역 가급적 회피	Preferably Avoid School Zone																																												
MMI-1414	내비게이션 전원	Audio System ON/OFF	Sistema de audio ON/OFF	Système audio ON/OFF	Sistema de áudio ON/OFF	系统开/关	ナビゲーション電源	Infotainment On/Off	Infotainment On/Off	Infotainment An/Aus	Activer/désact. infodivertiss.	Infotainment On/Off	Infoentretenimiento ON/OFF	Sistema áudio ligado/deslig.	Navigație PORNITĂ/OPRITĂ	Infotainment aan/uit	Infotainment Fra/Til	Info/underhållning av/på	Infotainment av/på	Wł./wył. sys. Infotainment	Zapnutí/vypnutí infotainmentu	Infotainment Zap./Vyp.	Вкл./Выкл. медиасистему	Медіасистема ввімк./вимк.	Vklop/izklop info in zabave	Navigacija UKLJUČENA/ISKLJUČENA	НавигацияВКЛ. / ИЗКЛ.	Infotainment On/Off	Tietoviihdejärj. päällä/pois	Infor./szórak. rend. be/ki	Multi medya sist. Açık/Kapalı	تشغيل/إطفاء المعلومات والترفيه												Sistem Audio AKTIF/NONAKTIF	اطلاعات و سرگرمی، روشن/خاموش	הפ'/כב' מידע בידורי
MMI-1415	주소	Address Format																																												
MMI-1416	SoundHound 검색 기록	SoundHound History	Historial SoundHound	Historique SoundHound	Histórico do SoundHound	SoundHound 历史记录	SoundHound検索履歴	Soundhound history	Soundhound history	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N_/_A	N_/_A	N/A	N/A	N_/_A	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	سجل SoundHound												Riwayat SoundHound	N/A(KO Only)	N/A(KO Only)
MMI-1417	주의 구간	Safety Alerts	Alerta de seguridad	Alerte de sécurité	Alerta de segurança	安全提示	注意区間	Safety alerts	Safety alerts	Sicherheitswarnungen	Alertes de sécurité	Avvisi di sicurezza	Alertas de seguridad	Alertas de segurança	Alerte de siguranță	Veiligheidsmeldingen	Sikkerheds alarmer	Säkerhets varningar	Sikkerhetsvarsler	Alarmy bezpieczeństwa	Bezpečnostní výstrahy	Bezpečnostné upozornenia	Оповещения безопасности	Попередження безпеки	Varnostna opozorila	Sigurnosna upozorenja	Сигнали за безопасност	Ειδοποιήσεις ασφαλείας	Turvallisuusilmoitukset	Biztonsági riasztások	Güvenlik uyarıları	تنبيهات السلامة												Peringatan keselamatan	هشدارهای ایمنی	התראות בטיחות
MMI-1418	웰컴 메세지	Welcome Message	N/A	N/A	N/A	N/A	N/A	Welcome message	Welcome message	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A												N/A	N/A	N/A
MMI-1419	후측방 모니터	Blind-Spot View Monitor	Monitor de vista de punto ciego	Moniteur vue d'angle mort	Monitor de visão do ponto cego	盲点监测	後側方モニター	Blind-spot view monitor	Blind-spot view monitor	Toter-Winkel-Anzeige	Affichage de l'angle mort	Visualizzaz. angolo cieco	Vista de punto ciego	Monitor de ângulo morto	Afișaj punct mort	Dodehoekweergave	Skærm til blind vinkel	Döda vinkeln-visning	Blindsoneovervåking	Wyświetl. martwego pola	Mrtvé úhly	Zobrazenie slepého uhla	Показ "слепых зон"	Огляд «сліпої зони»	Prikaz mrtvih kotov	Prikaz mrtvog kuta	Изглед на мъртва зона	Προβολή τυφλού σημείου	Kuolleen kulman valvonta	Holttérnézet kijelző	Kör nokta görüş ekranı	شاشة عرض النقاط المحجوبة												Monitor Blind-Spot	مانیتور نمایش نقطه کور	צג תצוגת שטח מת
MMI-1420	주변 교통정보	Display Traffic Info	Mostrar info. de tráfico	Afficher info circulation			周辺の交通情報																																							
MMI-1421	유가 정보 지도 표시	Show Fuel Price Information on the Map	Mostrar información del precio del combustible en el mapa	Affiche les infos relatives au carburant sur la carte																																										
MMI-1422	편의	Nav. Auto Features	Funciones nav. automática	Fonctions auto de navigation																																										
MMI-1423	유가	Fuel Price Info	Info. precio del combustible	Informations sur le prix du carburant																																										
MMI-1424	분할 화면 사용	Use Split Screen on Android Auto Screen	Usar ventana auxiliar con Android Auto	Utiliser l’écran auxiliaire sur l’écran Android Auto	Utilizar tela auxiliar com Android Auto	在 Android Auto 界面上使用分屏	分割画面を使用	Use split screen on Android Auto screen	Use split screen on Android Auto screen	Split Screen auf Android Auto-Bildschirm verwenden	Utiliser la fenêtre auxiliaire sur l'écran d'Android Auto	Utilizza Split Screen nella schermata Android Auto	Utilice la ventana partida en la pantalla de Android Auto	Usar a funcionalidade [Ecrã dividido] no ecrã do Android Auto	Folosire ecran divizat pe ecranul Android Auto	Gebruik split screen op het Android Auto scherm	Brug hjælpevindue i Android Auto-skærmbilledet	Använd delad skärm på Android Auto-skärmen	Bruk delt skjerm på Android Auto-skjermbildet	Użyj widoku podzielonego ekranu na ekranie Android Auto	Android Auto s doprovodným oknem	Použiť rozdelenú obrazovku na obrazovke Android Auto	Используйте дополнительное окно на экране Android Auto	Використовуйте додаткове вікно на екрані Android Auto	Uporabi deljen zaslon na zaslonu Android Auto	Na zaslonu za Android Auto koristi podijeljeni zaslon	Използвайте разделен екран на екрана на Android Auto	Χρησιμοποιήστε τη διαχωρισμένη οθόνη στην οθόνη Android Auto	Käytä Android Auto -näytössä jaettua näkymää	Osztott képernyő használata az Android Auto képernyőjén	Android Auto ekranında bölünmüş ekran kullan	عرض الشاشة النصفية على شاشة Android Auto												Gunakan Layar Split di Layar Android Auto	استفاده از صفحه دوقسمتی در صفحه Android Auto	השתמש במצב מסך מפוצל במסך ה-Android Auto
MMI-1425	분할 화면 사용	Use Split Screen on Apple CarPlay Screen	Usar ventana auxiliar con Apple CarPlay	Utiliser l’écran auxiliaire sur l’écran Apple CarPlay	Utilizar tela auxiliar com Apple CarPlay	在 Apple CarPlay 画面上使用分屏	分割画面を使用	Use split screen on Apple CarPlay screen	Use split screen on Apple CarPlay screen	Split Screen auf Apple CarPlay-Bildschirm verwenden	Utiliser la fenêtre auxiliaire sur l'écran d'Apple CarPlay	Utilizza Split Screen nella schermata Apple CarPlay	Utilice la ventana partida en la pantalla de Apple CarPlay	Usar a funcionalidade [Ecrã dividido] no ecrã do Apple CarPlay	Folosire ecran divizat pe ecranul Apple CarPlay	Gebruik split screen op het Apple CarPlay scherm	Brug hjælpevindue i Apple CarPlay-skærmbilledet	Använd delad skärm på Apple CarPlay-skärmen	Bruk delt skjerm på Apple CarPlay-skjermbildet	Użyj widoku podzielonego ekranu na ekranie Apple CarPlay	Apple CarPlay s doprovodným oknem	Použiť rozdelenú obrazovku na obrazovke Apple CarPlay	Используйте дополнительное окно на экране Apple CarPlay	Використовуйте додаткове вікно на екрані Apple CarPlay	Uporabi deljen zaslon na zaslonu Apple CarPlay	Na zaslonu za Apple CarPlay koristi podijeljeni zaslon	Използвайте разделен екран на екрана на Apple CarPlay	Χρησιμοποιήστε τη διαχωρισμένη οθόνη στην οθόνη Apple CarPlay	Käytä Apple CarPlay -näytössä jaettua näkymää	Osztott képernyő használata az Apple CarPlay képernyőjén	Apple CarPlay ekranında bölünmüş ekran kullan	عرض الشاشة النصفية على شاشة Apple CarPlay												Gunakan Layar Split di Layar Apple CarPlay	استفاده از صفحه دوقسمتی در صفحه Apple CarPlay	השתמש במצב מסך מפוצל במסך ה-Apple CarPlay
MMI-1426	Kia Connect 설정	Kia Connect Settings							Kia Connect settings																																			Setelan Kia Connect		
MMI-1427	Kia Connect 계정 연동								Connect Kia Connect account																																					
MMI-1428	주행 방향 3D								3D heading up		3D direction ↑																					3D عرض الإتجاه في الأعلى														
MMI-1429	주변 정보								Nearby info																																					
MMI-1430	주유소								Petrol Pumps																																					
MMI-1431	목적지 공유	Share Destination	Compartir destino	Partager destination	N/A	分享目的地	目的地共有	Share destination	Share destination	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Поділитися пунктом призначення	Pošiljanje cilja	N/A	N/A	Αποστολή προορισμού στο App	N/A	N/A	N/A	N/A												N/A	N/A	N/A
MMI-1432	내비게이션 음성 안내	Navigation Voice Guidance	Guía de voz de navegación	Guidage vocal du système de navigation					Navigation voice guidance																																					
MMI-1433	목적지 주변 음성 안내 종료	Mute voice navigation nearby Destination					目的地周辺で音声案内終了		Mute navigation near destination		Désactiver guidage vocale à prox. de la dest.																					كتم صوت الملاحة عند الإقتراب من الوجهة														
MMI-1434	주변 교통정보	Display Traffic Info							Traffic info																																					
MMI-1435	상세 안내	Detailed Guidance	Guía detallada	Guidage détaillé			詳細案内		Detailed guidance																																					
MMI-1436	잔여 거리 안내	Set Type of Guide Distance	Est. tipo distancia de guía.	Régler le type de distance du guidage					Set guide distance type																																					
MMI-1437	최근 목적지 안내	Previous Destinations Settings					目的地履歴案内		Previous destinations settings																																					
MMI-1438	내비게이션 시작 시 팝업 표시	Show Previous Destinations after Navigation Start-Up							Show previous destinations on start																																					
MMI-1439	지도 모드	Map Mode	Modo Mapa	Mode Carte					Map mode		Mode carte																					وضع الخريطة														
MMI-1440	지도 글씨 크기	Map Font Size							Map font size																																					
MMI-1441	지도 색상 테마	Map Color							Colour scheme																																					
MMI-1442	편의	Nav. Auto. Features					便利機能		Automated features																																					
MMI-1443	위성 정보	GPS Information							Satellite																																					
MMI-1444	사용중	Receiving							Receiving																																					
MMI-1445	탐색중	Searching							Searching																																					
MMI-1446	시동 끈 후 곧바로 업데이트	Update After Vehicle is Turned Off	Actualizar después de apagar el vehículo	Mise à jour après la coupure du contact du véhicule	Atualizar após o veículo ser desligado	车辆熄火后更新	車両電源停止後すぐに更新	Update after vehicle is turned off	Update after vehicle is turned off	Nach dem Ausschalten des Fahrzeugs aktualisieren	Mettre à jour après la coupure du contact	Aggiornamento dopo lo spegnimento del veicolo	Realice la actualización después de apagar el vehículo	Atualizar após o veículo ser desligado	Actualizați după ce vehiculul este oprit	Bijwerken nadat het voertuig is uitgeschakeld	Opdater, når køretøjet er slukket	Uppdatera efter att fordonet har stängts av	Oppdater etter at kjøretøyet er slått av	Zaktualizuj po wyłączeniu pojazdu	Aktualizovat po vypnutí zapalování vozidla	Aktualizácia po vypnutí vozidla	Обновление после выключения автомобиля	Оновлення після вимкнення автомобіля	Posodobi po izklopu vozila	Ažurirajte nakon isključivanja vozila	Актуализиране след изключване на автомобила	Ενημέρωση μετά την απενεργοποίηση του οχήματος	Päivitä, kun ajoneuvosta on katkaistu virta	Frissítés a jármű leállítása után	Araç kapatıldıktan sonra güncelle	التحديث بعد إيقاف تشغيل السيارة												Perbarui setelah kendaraan dimatikan	به‌روزرسانی بعد از خاموش شدن خودرو	עדכון לאחר כיבוי הרכב
MMI-1447	이름 변경	Change Name	Cambiar nombre	Changer de nom	Alterar nome	重命名	名前変更	Change name	Change name	N/A	Changer de nom	N/A	N/A	N/A	Modificare nume	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Змінити ім'я	Spremeni ime	Promjena imena	Промяна на името	Αλλαγή ονόματος	N/A	N/A	N/A	تغيير الاسم												Ubah Nama	N/A	N/A
MMI-1448	전체 기능	전체 기능																																												
MMI-1449	음악 스트리밍	Music Streaming	Transmisión de música	Musique en continu	Streaming de música	音乐流媒体	音楽ストリーミング	Music streaming	Music streaming	Musikstreaming	Musique en streaming	Streaming musicale	Música en streaming	Streaming de música	Redare în flux muzică	Muziekstreaming	Musikstreaming	Musikströmning	Musikkstrømming	Strumieniowanie muzyki	Streamování hudby	Streamovanie hudby	Потоковая передача музыки	Музичний стримінг	Pretakanje glasbe	Strimovanje glazbe	Поточно предаване на музика	Ροή μουσικής	Musiikin suoratoisto	Zene adatfolyam	Müzik Akışı	بث الموسيقى												Streaming Musik	پخش موسیقی	הזרמת מוזיקה
MMI-1450	음악 라이브러리	Music Library	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A												N/A	N/A	N/A
MMI-1451	음악 검색	Music Search	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A												N/A	N/A	N/A
MMI-1452	좋아요	Favorites	Favoritos	Favoris	Favoritos	收藏夹	いいね	Favourites	Favourites	Favoriten	Favoris	Preferiti	Favoritos	Favoritos	Favorite	Favorieten	Favoritter	Favoriter	Favoritter	Ulubione	Oblíbené položky	Obľúbené	Избранное	Обране	Priljubljene	Favoriti	Предпочитани	Αγαπημένα	Suosikit	Kedvencek	Favoriler	المفضلات												Favorit	منوی من	מועדפים
MMI-1453	음질 설정	Sound Quality	Calidad del sonido	Qualité sonore	Qualidade de som	音质	音質設定	Sound quality	Sound quality	Tonqualität	Qualité audio	Qualità del suono	Calidad del sonido	Qualidade do som	Calitatea sunetului	Geluidskwaliteit	Lydkvalitet	Ljudkvalitet	Lydkvalitet	Jakość dźwięku	Kvalita zvuku	Kvalita zvuku	Качество звука	Якість звуку	Kakovost zvoka	Kvaliteta zvuka	Качество на звука	Ποιότητα ήχου	Äänenlaatu	Hangminőség	Ses Kalitesi	جودة الصوت												Kualitas Suara	کیفیت صدا	איכות קול
MMI-1454	스트리밍 정보	Music Streaming Info	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A												N/A	N/A	N/A
MMI-1455	서비스 선택	Select Service	Seleccionar servicio	Sélectionner un service	Selecionar serviço	选择服务	サービス選択	Select service	Select service	Service auswählen	Sélectionner un service	Seleziona servizio	Seleccionar servicio	Selecionar serviço	Selectați serviciul	Service selecteren	Vælg tjeneste	Välj tjänst	Velg tjeneste	Wybierz usługę	Vyberte službu	Vybrať službu	Выбрать устройство	Виберіть сервіс	Izberite storitev	Odaberite uslugu	Избор на услуга	Επιλογή υπηρεσίας	Valitse palvelu	Válasszon szolgáltatást	Hizmet Seçin	حدد الخدمة												Pilih Layanan	انتخاب خدمت	בחר שירות
MMI-1456	주행 안전	Driving Safety	Seguridad al conducir	Sécurité de conduite	Segurança ao conduzir	驾驶安全	走行安全	Driving safety	Driving safety	Fahrsicherheit	Sécurité de conduite	Sicurezza di guida	Seguridad de conducción	Segurança de condução	Siguranță la condus	Rijveiligheid	Køresikkerhed	Körsäkerhet	Kjøresikkerhet	Bezpieczeństwo jazdy	Bezpečnost jízdy	Bezpečnosť počas jazdy	Безопасность вождения	Безпека водіння	Varna vožnja	Sigurnost pri vožnji	Безопасност при шофиране	Ασφάλεια οδήγησης	Ajoturvallisuus	Vezetési biztonság	Sürüş güvenliği	السلامة أثناء القيادة												Keselamatan Berkendara	ایمنی رانندگی	בטיחות נהיגה
MMI-1457	전방 안전 경고 시점	Forward Safety Warning Timing	Temporización de la alerta de Seguridad delantera	Horaire alerte sécurisé avant	Tempo alerta segur. frontal	前方安全警告时间	前方安全警告タイミング	Fwd safety warning timing	Fwd safety warning timing	Warnzeitpunkt Frontalkollis.	Moment alerte collision avant	Tempi avv. sicurezza front.	Tiempo aviso seguridad front.	Aviso de segurança à frente	Interval avertisment siguranță frontală	Timing waarschuwing vóór	Tidsindstilling frontalkollision	Tidsinställn. varning framåt	Varselstidsp. sikkerhet foran	Cz. wyd. ost. Ryzyko kol. czoł.	Časování bezpečnosti vpředu	Načasov. bezpečnosti vpredu	Момент предупр. столкнов-я	Час попередж. нбзпк сперед	Čas opoz. varn. pred vozilom	Tajming prednjeg sigurnosnog upozorenja	Време за предупреждение за безопасност при движение напред	Χρόν. Προειδ. Ασφάλ. εμπρός	Etutörmäysvaroit. ajoitus	Frontális bizt. figyelm. ideje	Ön emniyet uyarı zamanlama	توقيت تحذير السلامة من الجهة الأمامية												Wkt Prngatan Forward Safety	زمان‌بندی هشدار ایمنی خودروی جلو	תזמון אזהרת בטיחות קדמית
MMI-1458	하차 안전	Exit Safety	Seguridad al salir	Sécurité en partant	Segurança na saída	下车安全	降車時安全	Exit safety	Exit safety	Sicheres Ausparken	Sécurité sortie stationnement	Uscita sicura dal parcheggio	Seguridad de salida	Saída em segurança	Siguranță la ieșire	Veilig uitparkeren	Sikker udkørsel	Säkerhet vid utkörning	Sikker utkjøring	Bezpieczne wyparkowanie	Bezpečné vyparkování	Bezpečné vyparkovanie	Безопасный выход	Безпека під час виїзду	Varen izvoz	Sigurnost pri izlasku	Безопасност при излизане	Ασφαλής έξοδος	Poistumisturvallisuus	Biztonságos kiparkolás	Park çıkışı emniyeti	السلامة عند مغادرة مساحة الركن												Exit Safety	ایمنی خروج	בטיחות יציאה
MMI-1459	엔진 오일 교체 시기 알림	Oil Change Reminder	Recordat. cambio aceite	Rappel vidange	Lembrete de troca de óleo	机油更换提醒	オイル交換リマインダー	Oil change reminder	Oil change reminder	Ölwechsel-Erinnerung	Rappel vidange	Avviso cambio olio	Recordat. cambio aceite	Aviso mudança de óleo	Memento schimbare ulei	Herinnering olieververs.	Påmindelse om olieskift	Påminnelse om oljebyte	Påminnelse om oljeskift	Pow. o wymianie oleju	Připom. výměny oleje	Pripom. výmeny oleja	Напом. о замене масла	Нагад. заміни оливи	Opomnik zamen. olja	Podsjetnik za promjenu ulja	Напомняне за смяна на маслото	Υπενθύμιση αλλαγής λαδιού	Öljynvaihtomuistutus	Olajcsere emlékeztető	Yağ değiş. hatırlatması	التذكير بتغيير الزيت												Pengingat ganti oli	یادآوری تعویض روغن	(To be translated - HMC)
MMI-1460	동승석 에어백	Passenger Air Bag	Bolsa de aire del pasajero	Sac gonflable passager	Airbag do passageiro	乘客安全气囊	助手席エアバック	Passenger air bag	Passenger air bag	Beifahrer-Airbag	Airbag passager	Airbag passeggero	Airbag de pasajero	Airbag do passageiro	Airbag pasager	Passagiersairbag	Airbag i passagerside	Passagerarkrockkudde	Kollisjonspute for passasjersete	Poduszka powietrzna pasażera	Airbag spolujezdce	Airbag spolujazdca	Подушка безопасности пассажира	Подушка безпеки пасажира	Varnostna blazina za sovoznika	Putnički zračni jastuk	Въздушна възглавница за пътника	Αερόσακος συνοδηγού	Matkustajan turvatyyny	Utasoldali légzsák	Yolcu hava yastığı	الوسادة الهوائية للراكب												Air Bag Penumpang	کیسه هوای سرنشین	כרית אוויר לנוסע
MMI-1461	터널 구간	Tunnel	Túnel	Tunnel	Túnel	隧道	トンネル区間	Tunnel	Tunnel	Tunnel	Tunnel	Tunnel	Túnel	Túnel	Tunel	Tunnel	Tunnel	Tunnel	Tunnel	Tunel	Tunel	Tunel	Туннель	Тунель	Predor	Tunel	Тунел	Σήραγγα	Tunneli	Alagút	Tünel	نفق												Terowongan	تونل	מנהרה
MMI-1462	기타 차단 구간	Others	Otros	Autres	Outros	其他	その他の遮断区間	Others	Others	Weitere	Autres	Altro	Otros	Outros	Altele	Overige	Andre	Övrigt	Andre	Inne	Ostatní	Iné	Другое	Інше	Drugo	Ostalo	Други	Άλλα	Muut	Egyebek	Diğerleri	غير ذلك												Lainnya	موارد دیگر	אחרים
MMI-1463	HUD	Head-Up Display	Visualizador frontal	Affichage tête haute	Visualizador dianteiro	抬头显示	ヘッドアップディスプレイ	Head-up display	Head-up display	Head-up Display	Affichage tête haute	Display frontale	Visualización head -up	Head-Up Display	Display head-up	Head-up display	Forrudedisplay	Vindrutedisplay	Frontvisningssystem (HUD)	HUD	Promítání na čelní sklo	Head-up displej	Проекц. дисплей	Зображення на лобовому склі	Polprosojni prikazovalnik	Head-Up zaslon	Head-up дисплей	Προβολή στο παρμπρίζ	Tuulilasinäyttö	Kivetítő képernyő	Head-up display	الشاشة العلوية												Head-Up Display	نمایشگر روی شیشه	תצוגה עילית
MMI-1464	클러스터	Cluster	Tablero instrumentos	Tableau de bord	Painel de instrumentos	仪表盘	メーター	Cluster	Cluster	Kombiinstrum.	Tableau de bord	Quadro	Salpicadero	Instrumentos	Panou de bord	Cluster	Instrumentpanel	Instrumentpan.	Panel	Zestaw wskaźników	Palubní deska	Prístroj. panel	Прибор. панель	Панель приладів	Armaturna plošča	Instrum. ploča	Армат. табло	Ταμπλό οργάνων	Yhdistelmämitt.	Műszerfal	Gösterge paneli	لوحة العدادات												Cluster	صفحه نشانگرها	לוח המחוונים
MMI-1465	평균연비 자동 초기화	Energy Consumption Reset	Poner a cero consumo de energía	Réinitialisation consommation d` énergie	Reiniciar consumo de energia	平均油耗复位	平均電費の自動初期化	Energy consumption auto reset	Energy consumption auto reset	Ø Energieverbr. automatisch zurücksetzen	Réinitialiser consommation d`énergie auto.	Azzeramento automatico impiego energia	Restablecer consumo de energía	Energia Consumo auto Repor	Resetare automată consum de energie	Automatisch resetten Elektriciteit verbruik	Energiforbrug nulstilles automatisk	Energiförbrukning Automatisk Återställning	Auto-reset energiforbruk	Autom. zerow. zużycia energii	Automatické vynulování spotřeby energie	Automatické Vynulovanie Energ. Spotreby	Автосброс среднего расхода	Автоскидання середньої витрати	Samodejna ponastavitev povprečne porabe energije	Automatski reset prosječne potrošnje energije	Автоматично нулиране на средния разход на гориво	Αυτόματος μηδενισμός μέσης κατανάλωσης ενέργειας	Keskim. energiankulutuksen autom. nollaus	Energiafogyasztás automatikus alaphelyzetbe állítása	Enerji Tüketimi Otomatik Sıfırlama	إعادة ضبط تلقائي لاستهلاك الوقود												Reset Konsumsi Energi	بازنشانی مصرف نیرو	איפוס נתוני תצרוכת אנרגיה
MMI-1466	평균연비 표시	Reset Fuel Economy	Reiniciar economía combustible	Réinitialiser l`économie de carburant	Reiniciar economia de combustível	显示平均油耗	平均燃費表示	Reset fuel economy	Reset fuel economy	Ø-Verbrauch zurücksetzen	Réinitialiser consommation moyenne	Ripristina efficienza carburante	Restablecer consumo de combustible	Redefinir o consumo médio	Resetare economie combustibil	Ø-verbruik resetten	Brændstofforbrug nulstilles	Återställ genomsnittsförbrukning	Tilbakestill forbruk	Zerowanie średniego zużycia paliwa	Reset Ø spotřeby	Resetovať spotrebu paliva	Сброс расхода топлива	Скинути середню витрату	Ponastavitev povprečne porabe	Reset prosječne potrošnje	Нулиране средния разход на гориво	Μηδενισμός της μέσης κατανάλωσης καυσίμου	Nollaa polttoaineenkulutus	Üzemanyag-fogyasztás visszaállítása	Ø-Yakıt tüketimini sıfırla	إعادة ضبط معدل الاستهلاك على صفر												Reset efisiensi BBM	N/A	איפוס תצרוכת הדלק
MMI-1467	클러스터 음성 안내 음량	Cluster Voice Guidance Volume	Volumen guía de voz del tablero	Volume guidance vocale du tableau de bord	Volume da orientação de voz	仪表盘语音提示音量	メーター音声案内音量	Cluster voice guidance volume	Cluster voice guidance volume	Sprachsteuerung Lautstärke	Volume guidage vocal	Volume guida vocale	Volumen guía de voz	Volume de guia de voz	Volum ghid vocal panou de bord	Volume hulpstem	Volume stemmegenkeldelse	Volym för röstvägledningen	Volum veiledning	Głośność komunikatów głosowych	Hlasitost pokynů	Hlasitosť hlasového navádzania	Громкость голосовых подсказок	Гучність голосових підказок	Glasnost glasovnega upravljanja	Glasnoća upravljanja govorom	Сила на звука на гласовите указания	Ένταση φωνητικής καθοδήγησης	Puheohjauksen äänenvoimakkuus	Hangvezérlés hangereje	Sesli kontrol ses seviyesi	مستوى صوت الإرشاد الصوتي												Volume Panduan Suara Cluster	میزان صدای راهنمای صوتی صفحه نشانگرها	עוצמת ההכוונה הקולית בלוח המחוונים
