ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Traditional, Taiwan)	Indonesian	Persian	Hebrew
MMI-1147	안내음	Guidance	Indicaciones	Guidage	Orientações	指导	案内	Guidance	Guidance	Anweisungen	Guidage	Guida	Guía	Orientação	Îndrumări pentru condus	Aanwijzingen	Vejledning	Vägledning	Veiledning	Naprowadzanie	Pokyny	Pokyny	Подсказки	Підказки	Napotki	Upute za vožnju	Инструкции за шофиране	Οδηγίες	Opastus	Útmutatások	Rehberlik	الإرشادات	मार्गदर्शन	নির্দেশিকা	मार्गदर्शन	మార్గదర్శనం	வழிகாட்டல்	માર્ગદર્શન	ಮಾರ್ಗದರ್ಶನ	ମାର୍ଗଦର୍ଶନ	മാർഗ്ഗനിർദ്ദേശം	ਸੇਧ	導引	Panduan	راهنما	הנחיה
MMI-1148	차로 안전 경고음 끄기	Lane Safety Audible Warning Off	Silenciar alerta sonora de seguridad de carril	Désactiver l’alerte sonore de sécurité de voie	Aviso sonoro de segurança de faixa desativado	车道安全音响警告关闭	(To be translated)	Lane Safety Audible Warning Off	Lane Safety Audible Warning Off	Akustische Warnung für Fahrspursicherheit aus	Désactiver l’alerte sonore de sécurité de voie	Segnale acustico abbandono corsia non attivo	Advertencia sonora de seguridad en carril desactivada	Assistente de Faixa de Rodagem desligado	Avertisment audibil siguranță bandă oprit	Geluidswaarschuwing rijstrookveiligheid uitgezet	Hørbar advarsel om vognbanesikkerhed slukket	Ljudvarning för körfältssäkerhet avstängd	Hørbar varsel av for kjørefeltsikkerhet	Sygnał dźwiękowy opuszczenia pasa ruchu wył.	Zvukové varování na bezpečnost při přejíždění mezi pruhy vypnuto	Zvuková výstraha pre bezpečnosť jazdného pruhu vypnutá	Отключение звукового предупреждения системы контроля полосы движения	Звукове попередження про небезпеку на смузі руху	Zvočno opozorilo za varno vožnjo na voznem pasu je izklopljeno	Zvučno upozorenje za sigurnost voznog traka isključeno	Звуково предупреждение за безопасност в лентата Изключено	Απενεργοποίηση ηχητικής ειδοποίησης ασφάλειας λωρίδας	Kaistaturvallisuuden varoitusääni pois päältä	Sávbiztonsági hangjelzés kikapcsolva	Şerit Güvenliği Sesli Uyarısı Kapalı	إيقاف التحذير الصوتي لأمان الحارة المرورية	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	車道安全語音警示關閉	Peringatan Bunyi Keamanan Jalur Nonaktif	هشدار شنیداری ایمنی خط خاموش	אזהרה קולית של בטיחות בנתיב כבויה
MMI-1149	대기 화면	Screen Saver	Protector de pantalla	Économiseur d'écran	Protetor de tela	屏保画面	スクリーンセーバー	Screensaver	Screensaver	Bildschirmschoner	Écran de veille	Salvaschermo	Salvapantallas	Proteção de ecrã	Screensaver	Screensaver	Pauseskærm	Skärmsläckare	Skjermsparer	Wygaszacz ekranu	Spořič obrazovky	Šetrič obrazovky	Заставка	Екранна заставка	Ohranjevalnik zaslona	Screensaver	Скрийнсейвър	Προφύλαξη οθόνης	Näytönsäästäjä	Képernyőkímélő	Ekran koruyucu	شاشة التوقف	स्क्रीन सेवर	স্ক্রিনসেভার	स्क्रीनसेव्हर	స్క్రీన్‌సేవర్	ஸ்க்ரீன்சேவர்	સ્ક્રીન સેવર	ಸ್ಕ್ರೀನ್‌ಸೇವರ್	ସ୍କ୍ରିନସେଭର୍	സ്ക്രീൻസേവർ	ਸਕ੍ਰੀਨਸੇਵਰ	螢幕保護程式	Screen Saver	محافظ صفحه	שומר מסך
MMI-1150	시계	Clock	Reloj	Horloge	Relógio	时钟	時計	Clock	Clock	Uhr	Horloge	Orologio	Reloj	Relógio	Ceas	Klok	Ur	Klocka	Klokke	Zegar	Hodiny	Hodiny	Часы	Годинник	Ura	Sat	Часовник	Ρολόι	Kello	Óra	Saat	الساعة	घड़ी	ঘড়ি	घड्याळ	గడియారం	கடிகாரம்	ઘડિયાળ	ಕ್ಲಾಕ್	ଘଣ୍ଟା	ക്ലോക്ക്	ਘੜੀ	時鐘	Jam	الساعة	שעון
MMI-1151	표시 없음	None	Ninguno	Aucun	Nenhum	无	表示なし	None	None	Keinen	Aucune	Nessuna	Ninguna	Nenhuma	Nu există	Geen	Ingen	Ingen	Ingen	Brak	Žádný	Žiadny	Нет	Немає	Prazno	Bez	Няма	Κανένα	Ei mitään	Nincs	Yok	بدون	कोई नहीं	কোনোটি নয়	काहीही नाही	ఏమీ లేవు	ஏதுமில்லை	કંઈપણ નહીં	ಯಾವುದೂ ಇಲ್ಲ	କିଛି ନୁହେଁ	ഒന്നുമില്ല	ਕੁਝ ਨਹੀਂ	無	Tidak Ada	هیچکدام	אף אחד מהם
MMI-1152	화면 밝기	Illumination	Iluminación	Luminosité	Iluminação	亮度	画面の明るさ	Brightness	Brightness	Helligkeit	Luminosité	Luminosità	Brillo	Luminosidade	Luminozitate	Helderheid	Lysstyrke	Ljusstyrka	Lysstyrke	Jasność	Jas	Jas	Яркость	Підсвічування	Osvetlitev	Svjetloća	Яркост	Φωτισμός	Kirkkaus	Fényerő	Parlaklık	الإنارة	ब्राइटनेस	উজ্জ্বলতা	तेजस्विता	బ్రైట్‌నెస్	வெளிச்சம்	બ્રાઇટનેસ	ಪ್ರಖರತೆ	ଔଜଲ୍ୟତା	തെളിച്ചം	ਚਮਕ	亮度	Kecerahan	روشنایی	בהירות
MMI-1153	수동 밝기 설정	Adjust Manually	Ajustar manualmente	Ajuster manuellement	Ajustar manualmente	手动调节	手動調整	Manual	Manual	Manuell	Manuelle	Manuale	Manual	Manual	Manual	Handmatig	Manuel	Manuellt	Manuelt	Ręcznie	Ručně	Manuálne	Руководство	Вручну	Ročno	Ručno	Ръчно	Χειροκίνητα	Manuaalinen	Kézi	Manüel	يدوي	मैन्युअल	ম্যানুয়াল	मॅन्युअल	మాన్యువల్	கைமுறையாக	મેન્યુઅલ	ಮ್ಯಾನ್ಯುಯಲ್	ମାନୁଆଲ୍	കരകൃതം	ਹੱਥੀਂ	手動	Penyesuaian Manual	دستی	ידני
MMI-1154	후방 모니터 유지	Extended Rear View Monitor	Prolongar vista de cámara trasera	Étendre vue caméra arr.	Prolongar visão da câmera traseira	后方影像保持	リアカメラ画面の維持	Extend rear camera use	Extend rear camera use	Rückfahrkamera beibehalt.	Garder vue caméra arrière	Mantieni vista telec. post.	Mantener cámara trasera	Manter câmara traseira lig.	Prelungire utilizare cameră spate	Achteruitrijcam gebruiken	Hold bakkamera tændt	Fortsätt visa backkamera	Fortsett med ryggekamera	Nie wył. tylnej kamery	Zadní kamera	Ponechať zadnú kameru	Расш. камера задн. вида	Розшир. кам. зад. виду	Daljša uporab. zad. kamere	Proširena stražnja kamera	Разш. използв. на камерата за задно виждане	Διατήρ. κάμερας οπισθοπ.	Pidä takakameranäkymä	Bővített hátsó kamera	Genişletilmiş arka kamera	مواصلة عرض الكاميرا الخلفية	पीछे का कैमरा दृश्य रखें	পিছনের ক্যামেরা অন রাখুন	मागील कॅमेरा चालू ठेवा	వెనుక కెమెరా ఆన్ చేసి ఉంచండి	பின்புற கேமராவைச் செயலில் வைக்கவும்	પાછળનો કેમેરો ચાલુ રાખો	ಹಿಂಬದಿ ಕ್ಯಾಮೆರಾ ಆನ್‌ ಮಾಡಿರಿ	ପଛ କ୍ୟାମେରା ଅନ୍ ରଖନ୍ତୁ	പിൻവശ ക്യാമറ ഓൺ ചെയ്തുവയ്ക്കുക	ਪਿਛਲਾ ਕੈਮਰਾ ਚਾਲੂ ਰੱਖੋ	延長後方攝影機使用時間	Ttp Tmplkn Monitor Blkg	دامه استفاده از دوربین عقب	הרחב את השימוש במצלמה אחורית
MMI-1155	탑 뷰 주차 가이드라인	Top View Parking Lines	Líneas de estacionamiento en vista superior	Lignes stationn. vue haut	Linhas de estacionamento em visão superior	顶视图泊车引导线	トップビュー駐車補助線	Top view reference lines	Top view reference lines	Draufsicht-Hilfslinien	Lignes stationn. vue sup.	Linee parcheggio dall'alto	Líneas refer. vista superior	Linhas de ref. vista super.	Vizual. super. linii referință	Hulplijnen bovenaanzicht	Referencelinjer ovenfra	Hjälplinjer i vy uppifrån	Hjelpelinjer i toppvisning	Wid. z góry - linie pomocn.	Linie na pohledu shora	Línie pri pohľade zhora	Вспом. линии - вид сверху	Референ. лінії - вид згори	Vodilne črte pogl. od zgoraj	Referentne crte odozgo	Реф. линии изглед отгоре	Βοηθητ. γραμμές κάτοψης	Ylänäkymän apulinjat	Felülnézet segédvonalak	Kuş bakışı referans çizgil.	الخطوط المرجعية للعرض العلوي	टॉप व्यू की संदर्भ लाइन	টপ ভিউ রেফারেন্স লাইন	शीर्ष दृश्य संदर्भ रेषा	ఎగువ వీక్షణ రిఫరెన్స్ లైన్స్	டாப் வியூ குறிப்புக் கோடுகள்	ટોપ વ્યૂ રેફરન્સ લાઇન્સ	ಟಾಪ್ ವ್ಯೂ ರೆಫೆರೆನ್ಸ್ ಲೈನ್ ಗಳು	ଉପର ଭିୟୁ ରେଫରେନ୍ସ ଲାଇନ୍ସ	ടോപ്പ് വ്യൂ റെഫറൻസ് ലൈനുകൾ	ਸਿਖਰਲੇ ਦ੍ਰਿਸ਼ ਸੰਬੰਧੀ ਸੰਦਰਭ ਲਾਈਨਾਂ	上方視角基準線	Garis Parkir Tampak Atas	خطوط مرجع پارکینگ نمای بالا	קווי ייחוס של תצוגה עילית
MMI-1156	후방 주차 가이드라인	Rear View Parking Lines	Líneas de estacionamiento en vista trasera	Lignes stationn. vue arr.	Linhas de estacionamento em visão traseira	后视图泊车引导线	後方駐車補助線	Rear view reference lines	Rear view reference lines	Rückansicht-Hilfslinien	Lignes stationn. vue arr.	Linee parcheggio da dietro	Líneas refer. vista trasera	Linhas de ref. vista inferior	Vizua. poster. linii referință	Hulplijnen achteruitzicht	Referencelinjer bakkamera	Hjälplinjer vid vy bakåt	Hjelpelinjer i ryggevisning	Wid. z tyłu - linie pomocn.	Linie v pohledu dozadu	Línie pri pohľade dozadu	Вспом. линии - вид сзади	Референ. лінії - вид ззаду	Vodilne črte vzvratn. pogl.	Pomoćne crte otraga	Задни реф. линии	Βοηθ. γραμμές πίσω όψης	Takanäkymän apulinjat	Tolató nézet segédvonalak	Arka görüş referans çizgil.	الخطوط المرجعية للعرض الخلفي	रियर व्यू की संदर्भ लाइन	রিয়ার ভিউ রেফারেন্স লাইন	मागील दृश्य संदर्भ रेषा	వెనుక వీక్షణ రిఫరెన్స్ లైన్స్	ரியர் வியூ குறிப்புக் கோடுகள்	રિયર વ્યૂ રેફરન્સ લાઇન્સ	ರಿಯರ್ ವ್ಯೂ ರೆಫೆರೆನ್ಸ್ ಲೈನ್ ಗಳು	ପଛ ଭିୟୁ ରେଫରେନ୍ସ ଲାଇନ୍ସ	റിയർ വ്യൂ റെഫറൻസ് ലൈനുകൾ	ਪਿਛਲੇ ਦ੍ਰਿਸ਼ ਸੰਬੰਧੀ ਸੰਦਰਭ ਲਾਈਨਾਂ	後方視角基準線	Garis Parkir Tampak Blkg	خطوط مرجع پارکینگ نمای عقب	קווי ייחוס של תצוגה אחורית
MMI-1157	MODE 버튼	MODE Button	Botón de modo	Touche de MODE	Botão do modo	模式按钮	モードボタン	Mode Button	Mode Button	Mode-Taste	Bouton Mode	Pulsante Mode	Botón de modo	Botão de modo	Buton Mod	Modusknop	Modusknap	Lägesknapp	Mode-knapp	Przycisk Mode	Tlačítko Režim	Tlačidlo režimu	Кнопка Mode	Кнопка Режим	Gumb Mode	Tipka Režim	Бутон Mode	Κουμπί προγράμματος	Mode-painike	Mode Button	Mode Düğmesi	زر MODE	मोड बटन	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	Mode 按鈕	Tombol Mode	واحد	לחצן Mode
MMI-1158	클러스터 테마 선택	Cluster Theme Selection	Seleccionar tema	Sélectionner thème	Selecionar tema	主题选择	テーマ選択	Select theme	Select theme	Thema auswählen	Sélectionnez un thème	Seleziona tema	Seleccionar tema	Selecionar tema	Selectare temă	Kies thema	Vælg tema	Välj tema	Velg tema	Wybierz motyw	Výběr motivu	Vybrať tému	Выбор темы	Вибрати тему	Izbira teme	Odabire teme	Избор на тема	Επιλέξτε θέμα	Valitse teema	Témaválasztás	Tema seçin	إختر مظهر الشاشة	थीम चयन	থিম বেছে নিন	थीम निवडा	థీమ్ ఎంచుకోండి	தீமைத் தேர்ந்தெடுக்கவும்	થીમ પસંદ કરો	ಥೀಮ್ ಆಯ್ಕೆ ಮಾಡಿ	ଥିମ୍ ଚୟନ କରନ୍ତୁ	തീം തിരഞ്ഞെടുക്കുക	ਥੀਮ ਚੁਣੋ	選取主題	Pilih Tema	انتخاب طرح زمینه	בחירת ערכה
MMI-1159	날짜/시간	Date & Time	Fecha y hora	Date/Heure	Data e hora	日期/时间	日付および時間	Date/Time	Date/Time	Datum/Uhr	Date/heure	Data/ora	Fecha/Hora	Data/Hora	Data/ora	Datum/tijd	Dato/kl.	Datum/tid	Dato/tid	Data/Czas	Datum/čas	Dátum/čas	Время/Дата	Дата/Час	Datum/čas	Datum/vrijeme	Дата/Час	Ημερ./ώρα	Pvm./aika	Dátum/idő	Tarih/Saat	التاريخ/الساعة	तिथि / समय	তারিখ/সময়	तारीख/वेळ	తేదీ/సమయం	தேதி/ நேரம்	તારીખ/સમય	ದಿನಾಂಕ/ಸಮಯ	ତାରିଖ/ସମୟ	തീയതി/സമയം	ਮਿਤੀ/ਸਮਾਂ	日期/時間	Tanggal & Waktu	تاریخ/زمان	תאריך/שעה
MMI-1160	단위 설정	Unit Settings	Ajustes de unidades	Réglages unité	Configurações de unidades	单位设置	単位設定	Unit settings	Unit settings	Einheiten	Unités	Impostazioni unità	Ajustes de unidades	Unidades	Setări unități	Eenheden	Enhedsindstillinger	Enheter	Enhetsinnstillinger	Ustawienia jednostek	Jednotky	Jednotky	Единицы измерений	Налаштування од. вимірювання	Nastavitve enot	Jedinice	Настр. мерни един.	Ρυθμίσεις μονάδας	Yksiköt	Mértékegység beállításai	Birim ayarları	إعدادات الوحدات	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	單位	Setelan Unit	تنظیمات واحد	הגדרת יחידות
MMI-1161	타이어 공기압 단위	Tire Pressure Unit	Unidad de presión de neumáticos	Unité pression pneu	Unid. pressão dos pneus	胎压单位	タイヤ空気圧単位	Tyre pressure unit	Tyre pressure unit	Einheit des Reifendrucks	Unité de pression	L`unità di pressione pneumatici	Unidad de presión de la llanta	Unidade de pressão dos pneus	Unitate presiune anvelope	Bandenspanning eenheid	Dæktrykenhed	Visa däcktryck	Dekktrykk enhet	Jednostka ciśnienia w oponach	Jednotky tlaku	Jednotky tlaku v pneu.	Единица измерения давления	Одиниці тиску в шинах	Enota tlaka v pnevmatikah	Jedinica za tlak u gumama	Мерна единица за налягане в гумите	Μονάδα πίεσης ελαστικών	Rengaspaineen yksikkö	Keréknyomás mértékegysége	Lastik basıncı birimi	وحدة قياس ضغط الأطار	टायर प्रेशर यूनिट	টায়ারের চাপের একক	टायर प्रेशर युनिट	టైర్ ప్రెజర్ యూనిట్	டயர் அழுத்த அலகு	ટાયર દબાણ એકમ	ಟೈರ್ ಪ್ರೆಶರ್ ಯೂನಿಟ್	ଟାୟାର୍ ପ୍ରେସର୍ ୟୁନିଟ୍	ടയർ പ്രെഷർ യൂണിറ്റ്	ਟਾਇਰ ਦਾ ਦਬਾਅ ਦੀ ਯੂਨਿਟ	胎壓單位	Satuan Tekanan Ban	فشار تایر	יחידת מידה לחץ ניפוח צמיגים
MMI-1162	미디어 동작	Media Options	Opciones de medios	Options de média	Opções de mídia	媒体选项	メディア動作	Media settings	Media settings	Medien-einstellungen	Paramètres média	Impostazioni Media	Ajustes de medios	Definições de multimédia	Setări media	Media-instellingen	Medieindstillinger	Mediainställningar	Innstillinger media	Ustawienia multimediów	Nastavení médií	Nastavenia médií	Настройки медиа	Налаштування мультимедіа	Nastavitve medijev	Postavke medija	Настройки на медия	Ρυθμίσεις πολυμέσων	Media-asetukset	Média beállítások	Medya ayarları	إعدادات الوسائط	मीडिया सेटिंग्स	মিডিয়া সেটিংস	मीडिया सेटिंग्ज	మీడియా సెట్టింగ్‌‌లు	மீடியா அமைப்புகள்	મીડિયા સેટિંગ્સ	ಮೀಡಿಯಾ ಸೆಟ್ಟಿಂಗ್‌ಗಳು	ମିଡିଆ ସେଟିଂସ୍	മീഡിയ ക്രമീകരണങ്ങൾ	ਮੀਡੀਆ ਸੈਟਿੰਗਾਂ	媒體設定	Opsi Media	تنظیمات رسانه	הגדרות מדיה
MMI-1163	로그인	Login	Login	Connexion	Login	登录	ログイン	Login	Login	Anmelden	Se connecter	Login	Iniciar sesión	Iniciar sessão	Conectare	Inloggen	Login	Logga in	Logg inn	Zaloguj	Přihlásit	Prihlásiť sa	Войти	Вхід в систему	Prijava	Prijava	Вход	Σύνδεση	Kirjautuminen	Bejelentkezés	Giriş	الولوج	लॉग इन	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	登入	Login	ورود	התחבר
MMI-1164	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect
MMI-1165	블루투스 호환안내	블루투스 호환안내																																												
MMI-1166	테일게이트 외부 열림 방지	Prevent tailgate from opening outside	Evite que la compuerta trasera se abra al exterior	N/A	Impedir que a porta traseira abra por fora	防止尾门向外开	(To be translated)	Prevent tailgate from opening outside	Prevent tailgate from opening outside	Öffnen der Heckklappe von außen verhindern	Empêcher le hayon de s’ouvrir de l’extérieur	Impedisce l'apertura dall'esterno del bagagliaio	Impedir que el portón se abra en el exterior	Impedir abertura da porta traseira a partir do exterior	Împiedicați deschiderea portbagajului la exterior	Voorkom dat de achterklep van buitenaf wordt geopend	Forhindrer, at bagklappen kan åbnes udenfor	Förhindra att bakluckan öppnas ute	Forhindre at bakluken åpnes utenfra	Wyłącz możliwość otwierania tylnej klapy od zewnątrz	Zabránit otevření dveří kufru zvenčí	Zabrániť otváraniu zadnej kapoty zvonku	Предотвращение открытия крышки багажника снаружи	Запобігайте відчиненню дверей багажника назовні	Preprečevanje odpiranja prtljažnih vrat navzven	Spriječite otvaranje stražnjih vrata prema van	Предотвратяване на отварянето на задната врата отвън	Εμποδίστε την πόρτα φόρτωσης να ανοίξει προς τα έξω	Estä takaluukun avaaminen ulkopuolelta	A csomagtérajtó kint nem nyílik ki	Bagaj kapağının dışarı açılması önlensin	منع فتح الباب الخلفي من الخارج	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	防止尾門由車外開啟	Cegah pintu belakang terbuka di luar	از بازشدن درب عقب به سمت بیرون پیشگیری کنید	מנע דלת תא המטען להיפתח בחוץ
MMI-1167	Kia Connect 센터	Kia Connect Center	Centro de Kia Connect	Centre de Kia Connect	Centro de Kia Connect	Kia Connect 中心	Kia Connectセンター	Kia Connect centre	Kia Connect centre	Kia Connect Center	Kia Connect	Centro Kia Connect	Centro de Kia Connect	Centro Kia Connect	Centru Kia Connect	Kia Connect center	Kia Connect center	Kia Connect center	Kia Connect Center	Centrum Kia Connect	Středisko Kia Connect	Zákaznícke centrum služby Kia Connect	Центр Kia Connect	Центр Kia Connect	Središče Kia Connect	Kia Connect centar	Център Kia Connect	Κέντρο Kia Connect	Kia Connect -keskus	Kia Connect központ	Kia Connect merkezi	Kia Connect مركز	Kia Connect केंद्र	Kia Connect কেন্দ্র	Kia Connect केंद्र	Kia Connect సెంటర్	Kia Connect மையம்	Kia Connect કેન્દ્ર	Kia Connect ಕೇಂದ್ರ	Kia Connect କେନ୍ଦ୍ର	Kia Connect കേന്ദ്രം	Kia Connect ਕੇਂਦਰ	Kia Connect 中心	Kia Connect Center	مرکز Kia Connect	מרכז Kia Connect:‏ %s
MMI-1168	웹 매뉴얼	Online Manual	Manual en línea	Manuel en ligne	Manual online	Web手册	ウェブ・マニュアル	Online manual	Online manual	Online-Handbuch	Manuel en ligne	Manuale online	Manual online	Manual Online	Manual online	Online handleiding	Onlinemanual	Onlinemanual	Håndbok på Internett	Instrukcja on-line	Online návod	Online príručka	Руководство в интернете	Онлайн-посібник	Spletni priročnik	Internetski priručnik	Онлайн ръководство	Διαδικτυακό εγχειρίδιο	Online-käyttöopas	Online kézikönyv	Çevrimiçi kılavuz	دليل عبر الإنترنت	ऑनलाइन मैनुअल	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	線上使用手冊	Manual online	راهنمای آنلاین	מדריך מקוון
MMI-1169	웹 매뉴얼 > Kia CarPay	Online Manual	Manual en línea	Manuel en ligne	Manual online	Web手册	ウェブ・マニュアル	Online manual	Online manual	Online-Handbuch	Manuel en ligne	Manuale online	Manual online	Manual Online	Manual online	Online handleiding	Onlinemanual	Onlinemanual	Håndbok på Internett	Instrukcja on-line	Online návod	Online príručka	Руководство в интернете	Онлайн-посібник	Spletni priročnik	Internetski priručnik	Онлайн ръководство	Διαδικτυακό εγχειρίδιο	Online-käyttöopas	Online kézikönyv	Çevrimiçi kılavuz	دليل عبر الإنترنت	ऑनलाइन मैनुअल	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	線上使用手冊	Manual online	راهنمای آنلاین	מדריך מקוון
MMI-1170	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	(To be translated)	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	Kia CarPay	Kia CarPay	Kia CarPay	Kia CarPay
MMI-1171	Kia Connect 계정연동	Kia Connect 계정연동																																												
MMI-1172	주행 중 허리 보호	Use Lumbar Sabilization System while Drving																																												
MMI-1173	트레일러 체크리스트	Trailer Checklist	Lista de verificación al remolcar	Liste de vérification de remorque	Lista de verificação do reboque	拖车检查清单	トレーラーのチェックリスト	Trailer checklist	Trailer checklist	Anhänger-Checkliste	Liste de vérification de la remorque	Checklist del rimorchio	Lista de control de remolque	Lista de verificação do reboque	Listă de verificare remorcă	Aanhanger-checklijst	Anhænger-tjekliste	Släpvagn-checklista	Sjekkliste for tilhenger	Lista kontrolna przyczepy	Kontrola před jízdou s přívěsem	Kontrola pred jazdou s prívesom	Чек-лист прицепа	Контрольний лист причепа	Kontrolni seznam za priklopnik	Prikolica, popis za provjeru	Контролен списък на ремаркето	Λίστα ελέγχου ρυμουλκουμένου	Perävaunun tarkastusluettelo	Utánfutó ellenőrzőlista	Römork kontrol listesi	قائمة التدقيق للمقطورة	ट्रेलर जांचसूची	ট্রেলারের চেকলিস্ট	ट्रेलर चेकलिस्ट	ట్రయిలర్ చెక్‌లిస్ట్	டிரெய்லர் சரிபார்ப்பு பட்டியல்	ટ્રેલર ચેકલિસ્ટ	ಟ್ರೈಲರ್ ಚೆಕ್‌ಲಿಸ್ಟ್	ଟ୍ରେଲର ଚେକଲିଷ୍ଟ	ട്രെയിലർ ചെക്ക്‌ലിസ്റ്റ്	ਟ੍ਰੇਲਰ ਚੈੱਕਲਿਸਟ	拖車檢查表	Daftar periksa gandengan	چک‌لیست تریلر	רשימת פעולות עבור נגרר
MMI-1174	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q	Meridian Intelli-Q
MMI-1175	Kia Connect 계정	Kia Connect Account																																												
MMI-1176	VOL 노브	VOL Knob	Perilla VOL	Bouton VOL	Botão VOL	音量旋钮	VOLノブ	VOL knob	VOL knob	VOL-Regler	Bouton VOL	Manopola VOL	Regulador VOL	Botão de VOL	Buton rotativ VOL	VOL-knop	VOL-knap	Volymreglage	VOL-knapp	Pokrętło VOL	Knoflík VOL	Gombík VOL	Ручка ГРОМК.	Регулятор ГУЧН	Gumb VOL	VOL-regulator	Копче за сила на звука	Κουμπί VOL	VOL-säädin	VOL gomb	VOL düğmesi	مقبص مستوى الصوت	वॉल्यूम नॉब	VOL নব	VOL नॉब	VOL నాబ్	VOL நாப்	VOL નોબ	VOL ನಾಬ್	VOL କ୍ନୋବ୍	VOL നോബ്	VOL ਮੁੱਠਾ	VOL 旋鈕	Kenop VOL	پیچ صدا	עוצ' קול
MMI-1177	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit
