ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	PER	HEB	Ins	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi
MMI-1225	스로틀	Throttle	Aceleración	Accélérateur	Acelerador	节气门	アクセルペダル圧力	Throttle	Throttle	Schub	Impulsion	Strozzatura	Acelerador	Impulso		Gas geven	Begrænsning	Gas	Struping	Ograniczanie	Plyn	Škrtiaca klapka	Акселератор	Акселератор	Dušilna loputa			Επιβράδυνση	Kuristus	Fojtásos szabályozás	Çekiş	الخانِق	گاز	מצערת	Throttle	थ्रोटल	থ্রটল	गळ घालणे	థ్రోటెల్	த்ராட்டில்	થ્રોટલ	ಥ್ರೋಟಲ್	ଥ୍ରଟଲ୍	ത്രോട്ടിൽ	ਥ੍ਰੋਟਲ
MMI-1226	브레이크 압력	Brake Press	Prensa plegadora	Pression de frein	Pressão do freio	刹车	ブレーキ圧力	Brake press	Brake press	Bremsdruck	Pression des freins	Pressione dei freni	Presión de freno	Pressão de travagem		Remdruk	Bremsetryk	Bromstryck	Bremsetrykk	Ciśnienie hamowania	Brzdný tlak	Brzdný tlak	Тормозное давление	Натискання на гальмо	Pritisk na zavorno stopalko			Πάτημα φρένων	Jarrupaine	Fékező nyomás	Fren basıncı	ضغط المكابح	فشار ترمز	לחיצה על הבלמים	Tekanan rem	ब्रेक प्रेस	ব্রেক প্রেস	ब्रेक प्रेस	బ్రేక్ ప్రెస్	பிரேக்கை அழுத்தவும்	બ્રેક પ્રેસ	ಬ್ರೇಕ್‌ ಪ್ರೆಸ್‌	ବ୍ରେକ୍ ପ୍ରେସ୍	ബ്രേക്ക് പ്രസ്	ਬ੍ਰੇਕ ਪ੍ਰੈਸ
MMI-1227	시동 켤 때 라디오/미디어 자동 재생 안함	Radio/Media Off at Vehicle Startup	Desactivar radio/medios al apagar el vehículo	Désactiver radio/média à l'arrêt du véhicule	Desativar rádio/mídia ao desligar o veículo	车辆熄火后，收音机/媒体将关闭	エンジン停止時、ラジオ/メディアをオフにする	No radio/media if vehicle Off	No radio/media if vehicle Off	Kein Radio/Medien wenn Fahrzeug Aus	Pas de radio/média si le contact est coupé	Nessuna radio/media a veicolo spento	Sin radio/medios con el vehículo apagado	Veículo desl.: sem áudio		Geen radio/media als voertuig uit is	Ingen radio/medier, hvis køretøjet er Fra	Ingen radio/media om fordon avstängt	Ikke radio/medier hvis bilen er slått av	Przy wył. zapłonie radio/media są niedost.	Vypínat rádio/média spolu se zapalováním	Žiadne rádio/médiá pri vypnutom vozidle	Нет радио/медиа при выключен. автомобиле	Нема радіо/медіа при вимкненому авто	Ni radia/predstav., ko je vozilo izklop.			Δ. υ. ραδιόφ./πολυμέσα εάν το όχημα είναι απενεργ.	Ei radiota/mediaa, jos virta katkaistu	Rádió/média ki, ha jármű kikapcsolva	Araç kapalıyken radyo/medya yok	ما من راديو/وسائط متوفرة عند إطفاء السيارة	اگر خودرو خاموش باشد، رادیو/رسانه موجود نیست	רדיו/מדיה אינם פועלים כשהרכב כבוי	Radio/Media tidak tersedia jika Kendaraan Mati	वाहन बंद होने पर कोई रेडियो/मीडिया नहीं	গাড়ি Off থাকলে কোনও রেডিও/মিডিয়া নয়	वाहन बंद असल्यास रेडिओ/मीडिया नाही	వాహనం ఆఫ్ అయితే రేడియో/మీడియా ఉండదు	இந்த அம்சமானது தற்போதுள்ள மொழிக்கு ஆதரவளிக்கவில்லை	જો વાહન બંધ હોય તો રેડિયો / મીડિયા નથી	ವಾಹನ ಆಫ್‌ ಆಗಿದ್ದರೆ ರೇಡಿಯೋ/ಮೀಡಿಯಾ ಇಲ್ಲ	ଗାଡି ବନ୍ଦ ହେଲେ କୌଣସି ରେଡିଓ/ମିଡିଆ ନାହିଁ	വാഹനം ഓഫ് ആണെങ്കിൽ റേഡിയോ/മീഡിയ ലഭിക്കില്ല	ਵਾਹਨ ਬੰਦ ਹੋਣ ’ਤੇ ਰੇਡੀਓ/ਮੀਡੀਆ ਨਹੀਂ ਚੱਲਦਾ
MMI-1228	화면구성	Screen Layout	Diseño de pantalla	Design écran	Layout da tela	屏幕布局	画面レイアウト	Layout	Layout	Layout	Disposition	Layout	Disposición	Matriz		Layout	Layout	Layout	Layout	Układ	Grafická úprava	Usporiadanie	Формат	Формат	Postavitev			Διάταξη	Asettelu	Layout	Düzen	تنسيق الخلفية	چیدمان	פריסה	Layout	लेआउट	লেআউট	लेआउट	లేఅవుట్	லேஅவுட்	લેઆઉટ	ಲೇಔಟ್	ଲେଆଉଟ୍	ലേഔട്ട്	ਲੇਆਉਟ
MMI-1229	Rev 매칭	Rev Matching	Rev Matching	Rev Matching	Rev matching	转速匹配	レブマッチング	REV matching	REV matching	RPM Anpass.	Régime interm.	Adegua REV	Igualación RPM	Ajuste de rotaç.		RPM afstemm.	REV tilpasning	RPM-anpassn.	Turtallsreg.	Dopasuj RPM	Meziplyn	Medziplyn	Подгазовка	Узгодження обертів	Usklajevanje REV			Αντιστοίχιση REV	Käyntinop. sov.	RPM vezérlés	Ara gaz	مطابقة REV	N_/_A	סיבובים תואמים	Pencocokan Rev	N_/_A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMI-1230	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD		e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD			e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD	e-LSD
MMI-1231	배기 사운드	Exhaust Sound	Sonido de escape	Son d'échappement	Som do escapamento	排气声	排気音	Exhaust sound	Exhaust sound	Auspuffklang	Son de l'échap.	Tono marmitta	Sonido escape	Som de escape		Uitlaatgeluid	Udstødningslyd	Avgasljud	Eksoslyd	Dźw. wydechu	Zvuk výfuku	Zvuk výfuku	Звук выхлопов	Звук вихлопу	Zvok izpušnega sistema			Ήχος εξάτμισης	Pakoputk. ääni	Kipufogóhang	Egzoz sesi	صوت العادم	N_/_A	רעש פליטה	Suara Knalpot	N_/_A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMI-1232	N Road Sense	N Road Sense	N Road Sense	N Road Sense	N Road Sense	N Road Sense	N Road Sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense		N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense			N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N Road Sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense	N road sense
MMI-1233	자동 발진 해제	Automatic Creep Off	Evitar arrastre autom. en D	Désactivation roulage automatique	Evitar deslocamento automático em D	自动滑行关闭	自動クリープオフ	Auto creep Off	Auto creep Off	Standgas Aus	Marche au ralenti désactivée	Avanzamento lento automatico Off	Avance automático desactivado	Veloc. autom. deslig.		Stationair uit	Automatisk tomgangskryp Fra	Automatisk krypkörning avstängd	Tomgangsgass av	Wył. aut. pełzania	Vyp. automatické plížení	Autom. rozjazd vyp.	Холостой ход выкл.	Холостий хід вимк.	Prosti tek izklop.			Auto Creep Off	Autom. ryöm. pois	Automatikus kúszás ki	Otomatik yavaş kalkış Kapalı	إطفاء خاصية الزحف التلقائي للسيارة	خزش خودکار خاموش	כבה זחילה אוט'	Creep Otomatis Mati	स्वत: सरकना बंद	স্বয়ংক্রিয় ক্রিপ বন্ধ	स्वयंचलित रांगणे बंद	ఆటోమేటిక్‌గా క్రీప్ ఆఫ్ అవుతుంది	தானாகப் படர்தல் முடக்கப்பட்டுள்ளது	ઓટોમેટીક લપકવાનું બંધ	ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಕ್ರೀಪ್ ಆಫ್ ಆಗಿದೆ	ସ୍ୱୟଂଚାଳିତ କ୍ରିପ୍ ବନ୍ଦ ଅଛି ।	ഓട്ടോമാറ്റിക്ക് ക്രീപ്പ് ഓഫ്	ਕ੍ਰੀਪ ਸਵੈ-ਚਾਲਿਤ ਤੌਰ ‘ਤੇ ਬੰਦ ਕਰੋ
MMI-1234	왼쪽 N 버튼 (핸들)	Left N Button (Steering Wheel)	Botón N izquierdo (volante)	Touche N de gauche (volant)	Botão N esquerdo (volante)	左侧 N 按钮（方向盘）	左Nボタン（ステアリングホイール）	Left N button (Steering wheel)	Left N button (Steering wheel)	Linke N-Taste (Lenkrad)	Bouton N gauche (volant)	Pulsante N sinistro (volante)	Botón N izquierdo (volante)	Botão N esquerdo (volante)		Linker N-knop (stuur)	Venstre N-knap (Rat)	Vänster N-knapp (ratt)	Venstre N-knapp (ratt)	Lewy przycisk N (kierownica)	Levé tlačítko N (na volantu)	Ľavé tlačidlo N (na volante)	Кнопка N слева (на руле)	Ліва кнопка N (кермове колесо)	Levi gumb N (volan)			Αριστερό κουμπί N (Τιμόνι)	Vasen N-painike (ohjauspyörä)	Bal N gomb (kormány)	Sol N düğmesi (direksiyon)	زر N الأيسر (على عجلة القيادة)	دکمه N چپ (چرخ فرمان)	לחצן N (רגיל) שמאלי (בהגה)	Tombol N Kiri (Kemudi)	बायां N बटन (स्टीयरिंग व्हील)	বাঁ দিকের বোতাম (স্টিয়ারিং হুইল)	डावे N बटण (स्टीयरिंग व्हील)	ఎడమ N బటన్ (స్టీరింగ్ వీల్)	இடது N பட்டன் (ஸ்டீயரிங்)	ડાબું N બટન (સ્ટીઅરિંગ વ્હીલ)	ಎಡ N ಬಟನ್‌ (ಸ್ಟೀರಿಂಗ್‌ ವೀಲ್)	ବାମ N ବଟନ୍ (ଷ୍ଟିଅରିଂ ହ୍ୱିଲ୍‌)	ഇടത് N ബട്ടൺ (സ്റ്റിയറിംഗ് വീൽ)	ਖੱਬਾ N ਬਟਨ (ਸਟੇਅਰਿੰਗ ਵ੍ਹੀਲ)
MMI-1235	오른쪽 N 버튼 (핸들)	Right N Button (Steering Wheel)	Botón N derecho (volante)	Touche N de droite (volant)	Botão N direito (volante)	右侧 N 按钮（方向盘）	右Nボタン（ステアリングホイール）	Right N button (Steering wheel)	Right N button (Steering wheel)	Rechte N-Taste (Lenkrad)	Bouton N droit (volant)	Pulsante N destro (volante)	Botón N derecho (volante)	Botão N direito (volante)		Rechter N-knop (stuur)	Højre N-knap (Rat)	Höger N-knapp (ratt)	Høyre N-knapp (ratt)	Prawy przycisk N (kierownica)	Pravé tlačítko N (na volantu)	Pravé tlačidlo N (na volante)	Кнопка N справа (на руле)	Права кнопка N (кермове колесо)	Desni gumb N (volan)			Δεξί κουμπί N (Τιμόνι)	Oikea N-painike (ohjauspyörä)	Jobb N gomb (kormány)	Sağ N düğmesi (direksiyon)	زر N الأيمن (على عجلة القيادة)	دکمه N راست (چرخ فرمان)	לחצן N (רגיל) ימני (בהגה)	Tombol N Kanan (Kemudi)	दायां N बटन (स्टीयरिंग व्हील)	ডান দিকের বোতাম (স্টিয়ারিং হুইল)	राइट N बटण (स्टीयरिंग व्हील)	కుడి N బటన్ (స్టీరింగ్ వీల్)	வலது N பட்டன் (ஸ்டீயரிங்)	જમણું N બટન (સ્ટીઅરિંગ વ્હીલ)	ಬಲ N ಬಟನ್‌ (ಸ್ಟೀರಿಂಗ್‌ ವೀಲ್)	ଡାହାଣ N ବଟନ୍ ବଟନ୍ (ଷ୍ଟିଅରିଂ ହ୍ୱିଲ୍‌)	വലത് N ബട്ടൺ (സ്റ്റിയറിംഗ് വീൽ)	ਸੱਜਾ N ਬਟਨ (ਸਟੇਅਰਿੰਗ ਵ੍ਹੀਲ)
MMI-1236	런치 컨트롤	Launch Control	Control de largada	Comm. lancement	Controle largada	启动控件	ローンチコントロール	Launch control	Launch control	Launch Control	Contr. démarrage	Launch Control	Control lanzamient.	Cont. de arranque		Launch Control	Startkontrol	Launch control	Startkontroll	Launch Control	Launch control	Funk. max. zrýchl.	Контроль запуска	Контроль запуску	Nadzor speljevanja			Launch Control	Kiihdytysavustin	Rajtautomatika	Kalkış kontrolü	نظام التحكم بالانطلاق	کنترل راه‌اندازی	בקרת הפעלה	Launch Control	लॉन्च कंट्रोल	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)
MMI-1237	기어 변속 지시등	Shift Light	Ind. de cambio	Indic. changement	Indicador câmbio	换档指示灯	ギアポジション指示など	Shift light	Shift light	Schaltanzeige	Voy. chang. vitesse	Spia di cambio	Luz cambio marcha	Luz de mudanças		Schakeladvieslicht	Indikatorlampe	Växlingsindikator	Giranbefalingslys	Kontr. zm. biegów	Kontrolka řazení	Kontrolka radenia	Индикатор перекл.	Індикат. перемик.	Kontrolna lučka			Ένδ. αλλαγ. ταχύτ.	Vaihtamisvalo	Váltásjelző fény	Vites tavsiye ışığı	مؤشر نقل السرعات	چراغ تعویض دنده	אור הילוכים	Indikator Gigi	शिफ्ट लाइट	শিফট লাইট	शिफ्ट लाइट	కాంతిని మార్చండి	ஷிஃப்ட் விளக்கு	શિફ્ટ લાઈટ	ಲೈಟ್‌ ಶಿಫ್ಟ್ ಮಾಡಿ	ସିଫ୍ଟ ଲାଇଟ୍	ഷിഫ്റ്റ് ലൈറ്റ്	ਸ਼ਿਫ਼ਟ ਲਾਈਟ
MMI-1238	N Power Shift	N Power Shift	N Power Shift	N Power Shift	N Power Shift	N Power Shift	N Power Shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift		N power shift	N power gear	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift			N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N Power Shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift	N power shift
MMI-1239	N Track Sense Shift	N Track Sense Shift	N Track Sense Shift	N Track Sense Shift	N Track Sense Shift	N Track Sense Shift	N Track Sense Shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift		N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift			N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N Track Sense Shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift	N track sense shift
MMI-1240	카카오 i 검색 기록	Kakao i History	Historial Kakao i	Historique Kakao i	Histórico do Kakao i	Kakao i 历史记录	kakao i検索履歴	Kakao i history	Kakao i history	N/A	N/A	N/A	N/A	N/A		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			N/A	N/A	N/A	N/A	سجل Kakao i	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMI-1241	디지털 액자	Digital Picture Frame	Marco digital de imágenes	Cadre photo numérique	Porta-retratos digital	数字帧	デジタルフォトフレーム	Digital picture frame	Digital picture frame	Digitaler Bilderrahmen	Cadre photo numérique	Cornice immagine digitale	Marco de fotos digital	Moldura de imagem digital		Digitale fotolijst	Digital billedramme	Digital bildram	Digital bilderamme	Cyfrowa ramka do zdjęć	Digitální fotorámeček	Digitálny obrazový rám	Цифровая фоторамка	Рамка цифрового зображення	Digitalni okvir za sliko			Ψηφιακή κορνίζα	Digitaalinen kuvakehys	Digitális képkeret	Dijital resim çerçevesi	إطار الصور الرقمية	قاب عکس دیجیتالی	מסגרת תמונה דיגיטלית	Bingkai Gambar Digital	डिजिटल तस्वीर फ्रेम	ডিজিটাল ছবির ফ্রেম	डिजिटल चित्र फ्रेम॔	డిజిటల్ ఫోటో ఫ్రేమ్	டிஜிட்டல் பட ஃபிரேம்	ડિજિટલ ચિત્ર ફ્રેમ	ಡಿಜಿಟಲ್‌ ಪಿಕ್ಚರ್ ಫ್ರೇಮ್	ଡିଜିଟାଲ୍ ଫଟୋ ଫ୍ରେମ୍	ഡിജിറ്റൽ ചിത്ര ഫ്രെയിം	ਡਿਜਿਟਲ ਤਸਵੀਰ ਫ਼੍ਰੇਮ
MMI-1242	표시할 캘린더	Select Calendar(s)	Selección calendarios	Sélection du calendrier	Seleção de calendários	选择日程	表示するカレンダー	Select Calendar	Calendars to display	Kalender z. Anzeigen	Calendriers à afficher	Calendari disponibili	Calendarios a mostrar	Calend. a apresentar		Weer te gev. agenda's	Visning af kalender	Kalendrar att visa	Kalendere for visning	Kalendarze do wyśw.	Dostupné kalendáře	Kalendáre na zobraz.	Календари д/показа	Календарі для показу	Koledarji za prikaz			Ημερολ. για εμφάνιση	Näytettävät kalenterit	Megjeleníthető naptár	Gösterilecek takvimler	الرزنامات التي يجب عرضها	تقویم برای نمایش	לוחות שנה להצגה	Pilih Kalender	प्रदर्शित करने के लिए कैलेंडर।	ক্যালেন্ডার নির্বাচন করুন	दिनदर्शिका निवडा	క్యాలెండర్‌ను ఎంచుకోండి	காலெண்டரைத் தேர்ந்தெடுக்கவும்	કૅલેન્ડર પસંદ કરો	ಕ್ಯಾಲೆಂಡರ್ ಆಯ್ಕೆ ಮಾಡಿ	କ୍ୟାଲେଣ୍ଡର ଚୟନ କରନ୍ତୁ	കലണ്ടർ തിരഞ്ഞെടുക്കുക	ਕੈਲੰਡਰ ਚੁਣੋ
MMI-1243	인증번호	Verification Code	Código de verificación	Code de vérification	Código de verificação	验证码	認証番号	Verification code	Verification code	Verifizierungscode	Code de vérification	Codice di verifica	Código de verificación	Código de verificação		Verificatiecode	Verificeringskode	Verifieringskod	Bekreftelseskode	Kod weryfikacyjny	Ověřovací kód	Overovací kód	Код верификации	Код верифікації	Potrditvena koda			Κωδικός επαλήθευσης	Vahvistuskoodi	Ellenőrző kód	Doğrulama kodu	رمز المصادقة	کد تایید اعتبار	קוד אימות	Kode Verifikasi	पुष्टि संख्या	কোড	कोड	కోడ్	குறியீடு	કોડ	ಕೋಡ್‌	କୋଡ୍	കോഡ്	ਕੋਡ
MMI-1244	일본어 키보드 타입	Japanese Keyboard Type	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	日文输入法类型	日本語キーボードタイプ	Japanese keyboard type	Japanese keyboard type	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)		N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)			N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)	N/A(Japan only)
MMI-1245	대기 화면 이미지	Screen Saver Images	Imágenes de protector de pantalla	Images d’écran de veille	Imagens de proteção de tela	屏幕保护程序图像	待機画面画像	Screensaver images	Screensaver images	Bildschirmschoner-Bilder	Images de l'écran de veille	Immagini salvaschermo	Imágenes del salvapantallas	Imagens de proteção de ecrã		Afbeeldingen screensaver	Screensaver-billeder	Bilder för skärmsläckare	Skjermsparerbilder	Obrazy wygaszacza ekranu	Obrázky spořiče obrazovky	Šetriče obrazovky	Изображения заставки	Зображення для екранної заставки	Slike ohranjevalnika zaslona			Εικόνες προφύλαξης οθόνης	Näytönsäästäjän kuvat	Képernyővédő képek	Ekran koruyucusu görüntüleri	صور شاشة التوقف	تصاویر محافظ صفحه	תמונות לשומר מסך	Gambar Screen Saver	स्क्रीनसेवर छवियाँ	স্ক্রিন সেভার চিত্রসমূহ	स्क्रीन सेव्हर प्रतिमा	స్క్రీన్ సేవర్‌ ఇమేజ్‌లు	ஸ்க்ரீன் சேவர் படங்கள்	સ્ક્રીન સેવર ઈમેજ	ಸ್ಕ್ರೀನ್ ಸೇವರ್ ಇಮೇಜ್‌ಗಳು	ସ୍କ୍ରିନ୍ ସେଭର୍ ଫଟୋଗୁଡିକ	സ്ക്രീൻ സേവർ ചിത്രങ്ങൾ	ਸਕ੍ਰੀਨ ਸੇਵਰ ਚਿੱਤਰ
MMI-1246	분할 화면 이미지	Split Screen Images	Imágenes de pantalla dividida	Images d’écran partagé	Imagens de tela dividida	分屏图像	分割画面画像	Split screen images	Split screen images	Geteilter-Bildschirm-Bilder	Images de l'écran partagé	Immagini schermata divisa	Imágenes de la pantalla dividida	Imagens de ecrã dividido		Afbeeldingen gesplitst scherm	Billeder til delt skærm	Bilder för delad skärm	Bilder på delt skjerm	Obrazy na ekranie dzielonym	Obrázky rozdělené obrazovky	Obrázky rozdelenia obrazovky	Изображения разделений экрана	Зображення розділеного екрана	Slike razdeljenega zaslona			Εικόνες διαιρεμένης οθόνης	Jaetun näytön kuvat	Osztott képernyős képek	Bölünmüş ekran görüntüleri	صور الشاشة المنقسمة	تصاویر صفحه دوتایی	תמונות למסך מפוצל	Gambar Split Screen	विभाजित स्क्रीन छवियाँ	স্প্লিট স্ক্রিনের চিত্রসমূহ	स्क्रीन प्रतिमा विभाजित करा	స్క్రీన్ చిత్రాలను స్ల్పిట్ చేయండి.	பிளவுத் திரை படங்கள்	સ્પ્લિટ સ્ક્રીન ઈમેજ	ಸ್ಪ್ಲಿಟ್ ಸ್ಕ್ರೀನ್ ಇಮೇಜ್‌ಗಳು	ସ୍ପ୍ଲିଟ୍ ସ୍କ୍ରିନ୍ ଫଟୋଗୁଡିକ	സ്പ്ലിറ്റ് സ്ക്രീൻ ചിത്രങ്ങൾ	ਸਪਲਿਟ ਸਕ੍ਰੀਨ ਚਿੱਤਰ
MMI-1247	이용 약관	Terms of Use	Términos de uso	Conditions d'utilisation	Termos de uso	使用条款	利用約款	Terms of use	Terms of use	Nutzungsbedingungen	Conditions d'utilisation	Condizioni d'uso	Condiciones de uso	Termos de utilização		Gebruiksvoorwaarden	Vilkår for anvendelse	Användarvillkor	Bruksvilkår	Umowa serwisowa	Uživatelské podmínky	Podmienky používania	Пользовательское соглашение	Умови використання	Pogoji uporabe			Όροι χρήσης	Käyttöehdot	Használati feltételek	Kullanım şartları	شروط الاستخدام	شرایط استفاده	תנאי שימוש	Ketentuan Penggunaan	उपयोग की शर्तें	শর্তাবলী	अटी आणि शर्ती	నియమనిబంధనలు	விதிமுறைகள் & நிபந்தனைகள்	શરતો અને નિયમો	ನಿಯಮ ಮತ್ತು ಷರತ್ತುಗಳು	ଚୁକ୍ତି ଏବଂ ସର୍ତ୍ତାବଳୀ	വ്യവസ്ഥകൾ & നിബന്ധനകൾ	ਨਿਯਮ ਅਤੇ ਸ਼ਰਤਾਂ
MMI-1248	개인정보 처리방침	Privacy Notice	Aviso de privacidad	Avis de confidentialité	Aviso de privacidade	隐私声明	個人情報	Privacy notice	Privacy notice	Datenschutzerklärung	Charte de confidentialité	Informativa sulla privacy	Acuerdo de privacidad	Política de Privacidade		Privacyverklaring	Databeskyttelseserklæring	Dataskyddspolicy	Personvernerklæring	Polityka prywatności	Prohlášení o ochraně osobních údajů	Vyhlásenie o ochrane osobných údajov	Положение о защите данных	Політика конфіденційності	Izjava o zasebnosti			Δήλωση προστασίας δεδομένων	Tietosuojalauseke	Adatvédelmi tájékoztató	Veri koruma bildirimi	سياسة سرية البيانات	اطلاعیه حریم خصوصی	הודעת פרטיות	Pemberitahuan Privasi	गोपनीयता सूचना	গোপনীয়তা বিজ্ঞপ্তি	गोपनीयता सूचना	గోప్యతా నోటీస్	தனியுரிமை அறிவிப்பு	ગોપનીયતા સૂચના	ಗೌಪ್ಯತೆ ನೋಟಿಸ್	ଗୋପନୀୟତା ବିଜ୍ଞପ୍ତି	സ്വകാര്യതാ അറിയിപ്പ്	ਗੋਪਨੀਯਤਾ ਨੋਟਿਸ
MMI-1249	출발 시간 설정	Next Departure Time Settings	Ajustes de hora de salida	Réglages de l'heure du prochain départ	Ajustes de hora de saída.	出发时间设置	出発時間設定	Departure time settings	Departure time settings	Einstellung der Abfahrtszeit	Paramètres heure de départ	Impostazione ora di partenza	Ajustes hora de salida	Definições da hora de partida		Instellingen voor vertrektijd	Indstillinger for afgangstid	Inställning av avfärdstiden	Innstillinger avreisetid	Ustawienia rozpoczęcia jazdy	Nastavení času odjezdu	Nastavenie času odjazdu	Настройки времени отправления	Налаштування часу відправлення	Nastavitve časa odhoda			Ρυθμίσεις ώρας αναχώρησης	Lähtöajan asetus	Indulási időbeállítások	Ayrılma zamanı ayarları	إعدادات ساعة الإنطلاق	تنظیمات زمان حرکت	הגדרות זמן התחלת נסיעה	Setelan Waktu Keberangkatan Berikutnya	प्रस्थान समय सेटिंग्स	যাত্রার সময়ের সেটিংস	प्रस्थान वेळ सेटिंग्ज	తేదీ & టైమ్‌ సెట్టింగ్‌లు	புறப்பாடு நேர அமைப்புகள்	પ્રસ્થાન સમય સેટિંગ્સ	ಡಿಪಾರ್ಚರ್ ಸಮಯ ಸೆಟ್ಟಿಂಗ್‌ಗಳು	ପ୍ରସ୍ଥାନ ସମୟ ସେଟିଂସ୍	പുറപ്പെടൽ സമയ ക്രമീകരണങ്ങൾ	ਰਵਾਨਗੀ ਦੇ ਸਮਾਂ ਸੰਬੰਧੀ ਸੈਟਿੰਗਾਂ
MMI-1250	하이패스 톨게이트 사용	Use hi-pass tollgates																																											
MMI-1251	교통	Traffic	Tráfico	Trafic	Tráfego	N/A (NA/EU/AU Only)	交通情報	Traffic	Traffic	Verkehrsinformationen	Infos trafic	Infotraffico	Información de tráfico	Informações de trânsito		Verkeerinformatie	Trafikinformationer	Trafikinformation	Trafikkinformasjon	Inf. o ruchu drogowym	Dopravní informace	Dopravné info	Трафик	Ситуація на дорогах	Promet			Κίνηση	Liikenne	Forgalmi információ	Trafik bilgileri	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	תנועה	N_/_A	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)	N/A (NA/EU/AU Only)
MMI-1252	카테고리 선택	Category	Categoría	Catégorie																																									
MMI-1253	유가 정보	Fuel Prices	Precios combust.	Prix du carburant	Preços dos combustíveis	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)		N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)			N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N/A (NA Only)	N_/_A	N/A (NA Only)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
